ID,Tweet,Label
1286,Haan abhi tak Jo karty arahe Hain jazbat apni jagah Wali politics nateeja dekh lain...,NO
3149,isko yaha bhi politics suj rahi h.. Kisi din iski bhi suja do,NO
10171,"zoning committee meets, zones a bunch of shit",YES
454,"Triple Talaq BJP ke influence se ho sakta hai tere hisaab se aur ye BJP ke influence se nahi huya, chup kar be, din bhar bakchodi karta hai",NO
10976,venus horrified after finding millions of nude pictures of herself on internet,YES
1386,"Cricket me jo sabse aage h unhe kahte hai bhagwan, Or Balle k sath sath Baat se v Pak k chhakke chhuraye use kahte h SeHwag.. #ViruPanti",NO
4189,Jo log theek se throw nahin kar paate wahi log chappal/joota fenkne ki saahas rakhte honge. #irony #India #corruption,YES
1921,"This is words of Appeasement politics. Yahi to kar kar ke ye chunav jit jate hain, kyonki inka kaam to bolta nhi.",NO
8573,study: not being an asshole boss may boost employee morale,YES
4237,Yani baadh par politics theek hai? Baadh ki dekhbal PM/CM ko karne do aur inhi dono ki badmashion ka khulasa  TY ko karne do.,NO
5619,man frantically returns to website that just crashed his browser,YES
2412,abi bahot se cricket match hai.. aur b bahot kuch.. so unn sab ke liye aate rahuga kabi kabi,NO
1949,Jab ek terrorist ke liye raat 3:30 bajhe tak SC hain toh ek Rapist ke liye hi sahi! Jai Ho! Salute to our dirty politics!,NO
11225,bourbon helps carpet salesman forget about carpeting for awhile,YES
13186,liberal arts graduate realizes he's already forgotten 9NO% of human condition,YES
6319,faa advises asiana airlines pilot to get back out there after crash,YES
10489,lucky old woman getting wheeled around airport,YES
11349,only adult left in trump administration named 'mad dog',YES
3693,Aap ki roti chin gayi hai iski pida hai aapko.. par iss pida ka badla na le pradesh ke masum logon se. Aur Dirty Politics band karen.,NO
3006,Aek tarf pakistan ke dushman pakistan ke khilaf sazish kar rahe thay black mailer hakoomat ki tang khench rahe thay @pakistani politics,NO
695,@Kiranya12616114 tun bhauk bhauk k kya sabit karna chahti ho .. pata to kuchh hai nahi aai badi politics k bare m bhaukne wali.  Sudhar ja,NO
13904,"""Oh, tumhari wisdom se sab old narratives write themselves anew.""",YES
12966,pretty obvious which sibling going to have to deal with all the nursing home stuff,YES
5604,town hall audience gives amy klobuchar standing ovation as she lifts chris cuomo up by throat,YES
4374,Congratulations LEGEND @msdhoni   Mere Cricket Ki Duniya Aap Se Shuru Hoti Hai Aur Aap Par Khatm.... :)  Love You MAHI  #Dhoni300pic.twitter.com/GYdcVO7JLN,NO
10740,floral arrangement at funeral talked about more than deceased,YES
3454,Politics in pyaado ke liye profit loss ka game hota hai... Aur koi party isse different nahi hai...,NO
10723,north dakota not heard from in 48 hours,YES
11966,girlfriend's dad pretty hot,YES
8701,mike pence brings wife up onstage to help demonstrate how much contact appropriate before marriage,YES
13275,ben carson tormented by periodic rational thoughts,YES
13408,ultra hammer' to revolutionize modern pounding,YES
1674,#GorakhpurTragedy sharam se marr jao politics leaders bacco ki moto par bhi rajniti gande raajneta hammare desh ke,NO
4730,Aakhir aisa BhedBhav kyon hota hai koi batayega ???? Pls   #Hypocricy #IncredibleIndia #BollyWood pic.twitter.com/BePVXZuNns,NO
7118,reddi wip canister used as directed,YES
2018,Salman bhai ka bollywood se packup sohail or arbaz kar denge ek din  Aayush sharma naam ka Chutiya bhi aane waala he,NO
9470,third world disease eliminated with hot-air hand dryers,YES
253,Abhi toh Nawaz Sharif Politics shru hui hai abhi picture baki hai  Dost Dost na raha Ab toh Zardari bhi Nawaz ka dost nahi raha,NO
10624,new study finds most of earth's oxygen used for complaining,YES
4715,Jo sach bolta hai log apne aap uske khilaf ho hi jate hai..aur yaha bollywood me outsider ko koi support nhi karta..,NO
10711,trump announces plan to replace food stamps with new low-income foraging program,YES
8838,grieving nation solemnly waits extra day for their amazon shit,YES
8677,study: average father thinks about sealing in meat's juices 4 to 5 hours a day,YES
6795,michelangelo's david updated,YES
10530,fellow cheerleaders rally cheer of support for recently raped teammate,YES
13447,"area woman not a morning, afternoon, or night person",YES
5521,starbucks offering new lukewarm coffee to help ease customers' transition from iced to hot,YES
9953,butterball releases new travel-size turkey,YES
6039,iranian scientist annoyed he has to go back to shitty old job building nuclear weapons,YES
5401,monocle-wearing oil baron's cigarette holder splinters in clenched teeth after hearing bernie sanders' environmental platform,YES
3909,Samip bhai aaj Viru bhai hai n cricket ki baat mai @indiatvnews 7pm today,NO
292,Usi maa ke liye aap log burqa aur triple talaq khatam nahi karana chahate....sir kab ye khatam hoga.,NO
2677,sir i am very sad these days aor maine cricket bhi dekhna band kar diya h bhai ji vapsi karo ye kohli ap ke sath game khel rha h,NO
11789,woman assures friend she has blackouts from drinking all the time,YES
232,@SPN_Cricket dhoni ke upar baty Nhi karna chahiy o 2019tk jarur khely Aur gambhir ko ipl se bhahar kar Dena chahy,NO
5730,spanx introduces new line of smoke bombs for concealing unwanted bumps and bulges,YES
10562,"the case, mr. kerry, give me the case,' demands malaysian ambassador holding dangling john kerry from petronas towers skybridge",YES
2859,"Firoze saheb ki photography hi unki jubaan hai.. Aur unki unique jubaan politician ko padhna nahin aata. Yahi #irony hai   Bidu, follow him",YES
11531,gm covered with giant tarp until it has money to work on cars again,YES
12855,newly discovered recordings reveal beatles actually terrible group,YES
13597,"""Bhai, tumhara sarcasm sun ke mera life ka plot twist bhool gaya.""",YES
1956,Aaj jakar kya karega sirf politics karne ka Raha hai kuch paise hospital ke development me daan Kar Dena jo 60 saal TK bhrastachar se kamaya,NO
218,Sharm ki baat hai. Bachcho ki maut pr bhi politics  ye neta haramkhor apne family k bhi nhi ho sakte,NO
6283,oklahoma leaders claim teachers' strike betrays values of nation's YES9YES4 founding by abraham lincoln and orville redenbacher,YES
13518,street harasser haunted by woman who got away with dignity intact,YES
9429,freshness escaping from bag of peas,YES
2284,"Triple talaq bandh,4 shadi,shadi  register,Mandir wahi banaoge,saman kanoon,370 hatana bichare Darenge nahi kya",NO
7677,man stuck in no-man's land between two domino's delivery areas,YES
12858,single mother working 3 minimum-wage jobs just trying not to live in the moment,YES
8792,loser congressman carries around pocket-sized version of constitution everywhere,YES
4828,we love u  Pakistan mein cricket aur jeet ki khushi aik jagha aur Afridi bhai ko daikhni ki khushi us say b bhar kar we miss u  pic.twitter.com/2F5R27W5lb,NO
10832,overfunded public school forced to add jazz band,YES
2210,rahul bhai ap soldiers ko bhi nahi chodte yar politics ko politics ki tarah lo ..apko agar kuch samaj nahi ata to kyu bol raheho,NO
6706,bewildered white house press watches dueling huckabee sanderses each claim she the only one telling truth,YES
61,QAUM KO BEWAQOOF BANANEY K SAU TAREEQON MEIN PEHLA NUMBER IS DRAMAY KA HOGA FREINDLY PATHEECHER MATCHES KO CRICKET KI BAHALI KA NAAM DE DIYA,NO
6999,"single, unemployed mother leeching off government",YES
1632,"WICKET - Mohammed Taha c Devdutt Padikkal b Zahoor Faroqui 8(6) Bijapur Bulls 26/1 (2.1), Bijapur Bulls need 147  #BELvBIJ #Cricket",NO
4842,#GurmeetRamRahim ne @imVkohli ko #Cricket sikhaya hai  pic.twitter.com/GvEIV88Wbq,NO
9239,mar-a-lago assistant manager wondering if anyone coming to collect nuclear briefcase from lost and found,YES
10215,man sleeps through his stop on elevator,YES
1576,17 September  1983 Achha Bura 1993 Dil Hi To Hai 1999 Hum Tum Pe Marte Hain 2004 Ek Se Badhkar Ek  #Bollywood #film #nostalgia,NO
744,Nhi ye log apny lie ayeen change karty he ye konsa mulk k lie sochty he har koi apny lie aur apny families k lie politics me he sary chor he,NO
11330,area man dying to tell someone his cool password,YES
6211,man who stopped dieting already seeing results,YES
9149,goody introduces new line of governess hairbrushes for raking across the scalps of insolent little girls,YES
96,"Triple Talaq kya ban hua , Mulle aise chilla rahe hai jaise inki lulli hi kaat di ho",NO
2762,Amit Shah 60 bachhe mare gaye hai ye desh main pahli bar nahi huva hai per 60 bachho ki maut per aplog jo politics kar rahe hai wo galat hai,NO
12304,attempt to buy gift for boyfriend results in hatred of boyfriend,YES
12647,depressed groundhog sees shadow of rodent he once was,YES
13397,"i feel your pain,' romney tells campaign rally attendees who make $2NO million a year",YES
8482,tom clancy treated like he's some kind of terrorism expert,YES
10913,"trump insists he never thought about firing mueller, feeding him to pack of rabid dogs, mounting head in oval office as trophy",YES
10386,congress orders clerk to see if he has any in the back,YES
12503,doctor informs woman she pregnant as hell,YES
4818,abey suwar ' strict law' kahan likha . Clear bolna ki triple talaq ban mat karo . Bas pichey se vaar karna tum log .,NO
4621,"Par sirf bolne se kaam nahi chalega na.Jaisa triple talaq par ban lagane ki koshish ki jarahi hai, waise hi Gaurakshakon pe lagaaye",NO
8982,magical homeless man turns spare change into vomit,YES
7408,out-of-control group yields little usable data,YES
2889,"4 din me 2 accidents, kuch to jhol hai,shayad politics ho rahi hai..",NO
9501,latest online security breach forces mom to change post-it,YES
10002,new study finds earth's core will be most habitable part of planet by 2NO6NO,YES
5931,romney campaign releases new picture of candidate standing in situation room during bin laden raid,YES
5113,ghany suhany chaon chirhakty bor lady chatnar... 20 hazar main bik gaye sary ashjar. #Urdu #Poetry #Irony #MajeedAmjad,NO
9829,secluded cabin in woods filled with big plans for america,YES
3775,yeh apni ma aur behen ko chod dete hain..ye kyu khadenge Modi ji ke saath against triple talaq aur halala ke liye ? Inko variety chahiye yar,NO
13151,boyfriend can really envision losing his sense of self long-term with this one,YES
11129,risk champ flunks geography test,YES
7698,historical archives: hy-genic apportionment of remaining paper,YES
10428,brooke shields put to sleep,YES
12142,internet pop-up quiz insulting,YES
13992,"""Haan haan, tumhari logic se sab wandering minds focus instantly.""",YES
6260,scientists theorize sun could support fire-based life,YES
7412,new prisoner recognized from 'scared straight' visit,YES
9877,state of the union guests sort of assumed white house would pay for them to get home,YES
4459,Cylinder na aapne chori kiye na Maine to vakaalat kisi ki mat karo ya fir saaf kaho ki bachhon se Matlab nahi politics karni Hai is pe bas,NO
4342,"Lalu sarad Yadav ko sarm ani chahiy ki bihar baad se pressan h or vo politics me uljhe h,",NO
8637,passenger assures flight attendant he has opened emergency exit dozens of times before,YES
13869,"""Arre, tumhari creative soch se sab trivial details become extraordinary features.""",YES
3367,"Kuch Saalo ke Baad Bacho Ko log Kahenge ""Beta Cricket mai Stumps k Pichhe Ek JAADUGAR Khada hota tha india k liye""  #Dhoni100 #SLvIND",NO
9910,mom sent on fact-finding mission to read what parking sign down street says,YES
12497,intact benetton shirt miraculously pulled from bangladesh rubble weeks later,YES
3624,"bhaiya wo to sab thik hai par ye triple talaq or halala waale mulle kab jail jayenge, kab tak ye gareeb musalmano ko bewakoof banate rahenge",NO
1711,"Due To Rain #3rD_ODI #IND_v_SL #SL_192/7 #OvEr_47, Siriwardana_21* Chameera_1* + #J_BUMRAH ----- + #INDvSL #Cricket +",NO
2234,Ye lo... Is chu#!@* ki suno. Bhai politics ke aage socho.,NO
295,Triple talaq kuyn seedhe terrorist banao. Phir co sedhe 72 hooren se milnege. Talaq Ka kaam he Nahi hoga,NO
11343,bush's eyelid accidentally nailed to wall,YES
1812,Swimming pool ki spelling aati hai tumko @likeappofficial #followme #musicallyindia #bollywood #cinema #film #acting #TheStreak #weekendpic.twitter.com/qSuXmgKDsz,NO
7241,veteran congressman can still remember when inaction on gun violence actually presented a moral dilemma,YES
655,Voh banda bhi yeh line bol k baaki 1000 jaisa ho jata hai  #irony,YES
4882,Rahul gandhi ji kashmir mei log marte hai to national level ka politics khelte hai aur yaha bhi bihar mei khafi log mar rhe hai,NO
9412,hands across liechtenstein' raises $3NO for liechtenstein charities,YES
4873,"Bihar me avi kaise Politics ho rahi kisi pata nahi,ek taraf Janata flood SE paresan hai or dusare taraf apana rajniti banane lage hue hai...",NO
3144,#Irony about life: 'Raat ko soya nahi jaata aur subah utha nahi jaata',YES
9331,"with binomials, just remember foil,' reports man keeping teens from having sex between 2:3NO and 3:2NO",YES
6743,nation's nutritionists confirm mini versions of food nummier,YES
1603,"Haha! @MulayamSinghSP Sir, Politics Badal gayi Hai, Ab Sahi raaste pe aa jaayiye, AAP ki zaroorat Hai Desh ko,@INCIndia Communist se Bachao",NO
6241,"american public clarifies rational, measured response to this terror threat doesn't preclude panicked overreaction in future",YES
3096,Karachi Ki politics  Karachi Ki rain  Aur Karachi kye halat hamesha kharab he rahaye Hain,NO
12515,impatient raytheon declares war on north korea,YES
2537,Akal nahi hai aage kya hoga sochne ki to jaake kheti karo... Politics mein aake desh lootke ghar kyu bharna hai?,NO
3112,"Kitne sharm ki baat hai,ye Congresi sale bachhon ki maut pe bhi vote bank ki politics karte hain.congress aur terrorist dono ek hi hain.",NO
9520,shared memory of children's television show leads to sex,YES
715,Mujhe lagta ki Ravish ji ko politics m ana chahiye tabhi kuch hoga,NO
6105,vince gilligan's brain spoils final season of 'breaking bad' for vince gilligan,YES
10054,good scissors not in the fucking drawer,YES
14032,"""Haan haan, tumhari logic se sab fragile moments turn into sturdy memories.""",YES
8455,"it unclear why thousands of loud, chanting trump supporters gathering outside arena in iowa",YES
13230,first report on long-term effects of breakdancing released,YES
3371,@najamsethi bhae koi match karachi main bhi rakhdena.hum khi waley cricket se mehroom kion hain? #cricketiscomingbackhome,NO
5507,governor too embarrassed to say which state he leads,YES
4898,jai ho sir #bollywood #legend #iconic jai ho guru,NO
12500,fantasized argument getting pretty intense,YES
3022,"Triple talaq, halala or bhi sare anti-woman rituals Hai Islam me jiski wo burai krta hai",NO
4165,Is sharif or masoom aurat ko bhe Maaf na Kiya gaya... Siasat itni ger sakhti he  Ajj Kal N Wale lady's politics chala rahe.,NO
2836,koi baat nh cricket pakistan me agaye is se bary kamyabi kiya hogy,NO
6137,out-of-control angel kills dozens of bystanders at vatican air show,YES
10125,new gop tax plan requires welfare recipients to apply for each individual piece of food,YES
3594,Yaha baat #BJP or #Congress ki nahi ho rahi hai Yaha baat Brave Indian Soldiers ki ho rhi hai Har jagah Politics theek nahi,NO
5736,sorority raises money at local stable with bikini horse wash,YES
1248,Triple Talaq Too All World Hated Harami Terrorist Mulla Lok Detay Hai.Jiska Nahi Hai Kuch Ma'am Sanmaan O Harami Ki Ollat Muslim Hai,NO
1193,Dosto Inme se sabse bada harami log kisse kehte hai #GauriLankeshMurder #WednesdayWisdom #BOLLYWOOD #Dogs #AjayDevgn #karanjohar HARAMI #KRK,NO
9765,humor in uniform' submissions at all-time low,YES
8201,nasa discovers impact crater of meteorite that first brought horses to earth,YES
9257,area man honored to have name in hat,YES
6022,indoor grill owner can't wait for start of autumn,YES
7290,retiree gearing up for errands with lady friend,YES
10693,bush promises to unite nation for real this time,YES
6522,child so stupid she sees letters backwards,YES
10203,"no way to prevent this,' says only nation where this regularly happens",YES
11426,art professor revealed to be convincing fake,YES
10875,excited mike pence assures john mccain he has his 'last rites' kit ready to go just in case,YES
3677,Aaj ki Politics ko dekhkar ek purani kahavat sahi lagti hai.. 'JIDHAR DEKHE HANDA PARAAT  SOHAR GAAVE SAARI RAAT'  mai iski ninda karta hu.,NO
7295,ryan lochte now changing account of events going back years before robbery,YES
1618,#JusticeForSharoonMaseeh  Kab tak hum khud ko afzal smjh ke dosron ka khoon bahaen gein? KAB They want to be Muslims but NOT humans #irony,YES
7675,doj announces initiative to deploy smartphone-carrying bystanders to nation's streets,YES
5121,"Bhagath's tweet to Rahul Gandhi ""kya huva! Haar Gaye !!"" lol one loser to another :D #Irony",NO
9761,area woman's hair always wet,YES
331,LOLAbe chutiye.tujhe Dekh ke hi pata chal Gaya tha ki tu TRIPLE TALAQ nd HALALA ki product hai.maulanao ne khub HALALA karke tujhe laya hai,NO
8808,world's marine life on edge now that seaworld moving on from orcas,YES
3448,Bhai triple talaq ban hua he teri kyu jal rhi he..Apna anti-hindupana sab k samne mat la..Show bhi koi nahi dekhega phir,NO
4254,Triple talaq ke khilaaf Bolney wali burqa pahen kar Hindu Auraten thi. Beef ke baarey mein Bolney wali bhi Hindu Aurat thee burqa pahan kar,NO
3286,Yeh mera deewanapan hai! #SongOfTheDay #Music #Bollywood #Remix #IndianSingers #CoverSongs #Songs #TuesdayThoughts #Singerspic.twitter.com/BsNOhm7OsO,NO
10106,family unsure why grandmother's caregiver seems like he actually enjoys spending time with her,YES
11395,"expert on international jewish conspiracy has never been more than 4NO miles outside council bluffs, iowa",YES
13452,"houseguest given entire rundown on input YES, input 2",YES
11837,laser pointer aimed toward space in YES997 finally annoying planet YES3 light-years away,YES
8050,highlighting in used copy of plato's republic stops on page YES7,YES
7088,luxury-craving nation confidently squandering income at pre-2NONO8 levels,YES
8158,fema frantically prepares apology for screwing up hurricane florence response,YES
8887,obama proposes tax increase on meanest 2% of population,YES
12390,area dad suffers massive nothing to worry about,YES
7202,loser friend sort of doing better,YES
9284,woman relieved soulmate turned out to be in same socioeconomic bracket,YES
6432,concert spent constantly verifying presence of coat-check ticket in pocket,YES
10974,beauty industry announces massive new initiative to make women self-conscious about their palms,YES
9125,first place cops looked was inside at-at,YES
11883,guillermo del toro makes first appearance with new monster wife at venice film festival,YES
2462,Sir ji cast ka politics aap jaisa dummy leader jo aaj tak aapna koi base nahi bana paye ek chhor se mp ka election haad jate hai,NO
8802,annoying coworker insists on existing right in visual range,YES
6730,newspaper starting to worry spending so much time on facebook not healthy for it,YES
1084,"Sunday Aa, Gaya #Irony",YES
12159,woman injured in hostile makeover,YES
9882,"super bowl stadium solemnly stands, places hands over heart for maroon 5 halftime show",YES
12643,child subjected to elaborate hairdo,YES
119,Ye bhi politics hai....aisi rehamdil Saja milti hai India Mai tabhi to rape hote hai continuous....,NO
9370,king latifah returns for wife,YES
1085,"#whatsapp free hai for bhi Ameer use karte hain, SMS paid hai, lekin garib use karte hain ........via @amber2160 #irony",YES
10638,worst person woman knows pregnant,YES
13569,"""Kya baat hai, tumhari baat sun ke lagta hai sab issues magically solve ho jayenge.""",YES
3430,Bhai ye kameene log aaj Tak vote bank politics karte aaye Hain to har jagah in maukaparaston ko vahi dikhaayi deta Hai,NO
10895,weird relative at family reunion knows how everyone related to each other,YES
5179,bhagwan ki baat karti athma hahaha.... #irony RT @BhataktiAthma Ye Bhagwan shiv ke paas chillum kaha se aaya ?,NO
12172,siblings each hoping other one will take care of aging parents someday,YES
12087,lone man with six-pack 'partying',YES
2423,Isliye to gai gobar beef triple Talaq etc etc men distribute kar diya gaya hai,NO
1307,@NDTVRavishKumar #TripleTalaq band hone se kya desh ki economy sudhar jayegi  #DalitAtrocity khatm hogi  #Vikas ki raftaar badegi,NO
1743,Beta disha Teri bhatki hui hai.din raat jihad ke naam pe 72 hoor ke sapne dekhte ho nd triple TALAQ nd HALALA jaise rape ko support karte ho,NO
2850,"Abe jhandu...kitne sacche ho tum janta Sab janti Hai... politics tumare baski baatnahi Hai , koi purchun ki shop open kar le ...hahahah",NO
2894,"Politics karne waalon se to acchi hi hai Kyonki UP se hi no Bhaiya, main Dekh Sakta hu, to Kyaa recent assembly elections ke results nahi",NO
2443,Bollywood movies ka nateeja hai khub pictures bataa kar bewaqoof banaaya hai aur apne ghar bhare hai abhinetaao NE.,NO
13280,uncool zookeeper won't let anyone ride gorillas,YES
6267,cranky businessman quieted for entire trip with brightly colored cell phone game,YES
7999,ryan seacrest nervous about how audiences will respond to slightly shorter haircut,YES
8346,sighing banksy methodically kills another few kids who stumbled upon him doing graffiti,YES
4118,"@narendramodi #TripleTalaq ke baad, sir, ab dahej ke against kuch kade kanoon banaiye, pls address this problem.",NO
640,"Ek to world ke 2nd grade players, or upar se aaj #londonblast Ab inaka mann cricket me kaha hoga. Match haaro, bhago yaha se  #PAKvWXI",NO
12903,creative alcoholic comes up with idea to drink a lot,YES
11211,tenants feel guilty asking elderly maintenance man to fix anything,YES
4307,#AazadiKaBatwara Ab wo din dur nahi jab desh m Mahabharata hoga ghatiya politics ki wajah se aur koi rok nahi sakta jai hind jai bharat,NO
6242,hillary clinton holds infant grandson upside down by ankle in front of convention crowd,YES
12083,crate & barrel introduces line of disgusting couches you can put on your porch,YES
5809,cheap airfare sole reason for trip to italy,YES
3803,aap log ke liye sirf politics mudda hota hai kya,NO
5479,innovative fat man combines waffles with ice cream,YES
3279,Ckt News: S Ajmal  Sohail khan k BaaD Ab  Umar Akmal Aur SharJeel khan Ko Be Wajah Cricket se Door Kiya Ja Raha Hai J Miandaad #SiKanDeR_ALi,NO
10220,saudi women receive husbands' explicit permission to celebrate right to vote,YES
11621,restaurant patron seeking corroboration that soda is not diet,YES
12635,7-year-old transfers friend's obituary onto silly putty for posterity,YES
202,Aakash ji plz purnai tasvire share Kiya Karo .hame bhi acha lagta hai aapke purane photo dekha ..#Cricket,NO
5789,experts warn transitioning too quickly from work to vacation could cause decompression sickness,YES
5694,the elderly: do they suspect?,YES
6362,man reluctantly deletes video of friend trying to vault mailbox to clear data space for child's birth,YES
12039,maybelline announces it will stop testing new products on unsuspecting customers in the middle of the night,YES
2504,Aur hame us ladki se jise cricket se pyaar hai...,NO
6248,lost dog' poster really tooting dog's horn,YES
8746,japan spotted hovering over algeria,YES
11244,party host proudly informs guests they're eating shark,YES
7197,"donald trump is the 45th president of the united states,' spontaneously reports subconscious during first calm moment of day",YES
11229,teen scores awesome oral cancer poster,YES
5141,"Kaise tum muje mil gai ,kismat pe. Aaye na yakin ..........#sarcasm",NO
9367,cash-strapped yellowstone cuts funding of program to provide hibernating bears with sleeping caps,YES
5942,sun thought pasty fuck learned his lesson last summer,YES
8320,sesame street mourns death of original letter k,YES
3128,Ek bat ka jawab de   Go maa ke Rakshak bhut hai papa ke kiu nahi hai papa ne triple talaq diya isliye,NO
11483,area priest to get out of priesthood as soon as parents die,YES
10516,halliburton employee's pay docked for weeks spent as hostage,YES
1159,Bhai party politics se upar badho betiyan Maari is Rahi hai,NO
11291,"new 'game of thrones' teaser shows cackling, power-mad george r.r. martin burning completed 'winds of winter' manuscript",YES
12356,enraged man unable to break tv,YES
10014,out-of-control conversation safely turned back onto self,YES
13090,god provides gift to women in form of marketing analyst bradley ennis,YES
8059,rescue dog adopted for couple weeks,YES
66,"#Reliance Arey Aap ki company ki advertisement kum ho gai ?Aisa mat kariyo,aap thode aur lutt lo aam janta ko lekin top par raho #irony #pun",YES
12723,final german u-boat surrenders to allied powers,YES
4193,"aaj hum charcha kar rahe hai gaurakshaks ki, triple talaq ki, army killings ki, babri masjid ki, love jihad ki shayad ye ladki desh mein",NO
13039,woman who started sentence with 'oh my god' really needs to stick landing,YES
6648,household death toll climbs to one,YES
3729,"Koi h aisa Bollywood me jisme tumko achhae Zara v dikhta ho. Q ki avi Tak to mujhe Nazar Nahi aaya, Sab ki tum burae hi Karte ho.!!",NO
3105,#TripleTalaq ke issue me inko #MuslimWomenEmpowerment ki fikr hai but inki safety ka koi arrangement nhi. Wah! #BikGayiGovernment,NO
305,"Triple talaq ki baat aayi to wo Islam mein hai ya nhi puchte hai,Ramayan mein hai ki ram ji ki janmabhumi ayodhya hai lekin court nhi maanta",NO
13071,local building accessible to only the strongest of the handicapped,YES
7217,nasa relaunches astronaut jim lovell to 'finish the job',YES
13192,"voice inside cheering libyan rebel's head: 'oh, fuck, now what?'",YES
10948,study: 'hangin' in there' best one can now feel,YES
809,"Sarkaar aaur Pvt log vi politics kaar ta hey, Yeh mujhey pasand nahi.",NO
6386,lindsey graham vows to uphold john mccain's legacy by blindly supporting gop agenda after grumbling for a few minutes,YES
10109,wedding photographer keeps calling bride's parents 'mom' and 'dad',YES
12659,"no way to prevent this,' says only nation where this regularly happens",YES
6378,critics blast al gore's documentary as 'realistic',YES
7437,tmz dayton bureau catches secondhand furniture-store owner coming out of all-night truck stop,YES
13550,"humanity deserves to live in darkness,' onion social algorithm cries out before bursting into bright light, disappearing from earthly realm",YES
13479,nbc admits to never actually making an episode of 'chuck',YES
13847,"""Haan, tumhari sarcasm se sab predictable ends get a shocking twist.""",YES
7292,signed 8xYESNO of tony danza draws millions to brooklyn dry cleaner,YES
3024,@cricfoot_info  Bhai kya baat hai aajkal aap cricket ki koi news nhi dete??,NO
9981,john kerry actually pretty good at windsurfing now,YES
2515,@SGanguly99 sir aapnio jodi aamar saath na den tahole hoyto aami aar kono din cricket khelbo na because aamar barrir obostha khub bhalo na,NO
3333,Garibo ki halat Janwaro se bhi battar hai . Janwaro ki mott par koi Politics nahi hoti.,NO
8567,report: it too soon to glance back at attractive person,YES
10126,biden clenches plastic beer cup in teeth to free hands for clapping,YES
2782,Ye sunne se pahle main swarg kyu nahi pahuch gaya Cricket nahi dekhte aap?,NO
4008,"Aap opportunistic hain.cap nahin pehna, triple talaq kisne ban karwaaya? Jal rahi Hai kya??",NO
10352,brain games' recalls thousands of defective word puzzles that gave users alzheimer's,YES
3094,Bihar ki cricket team kaafi saalon se Ranji nahi khel rahi.. Kisi International stadium ka nirmaan karein aur iss par please dhyaan de,NO
12071,area dad looking to get average phone call with adult son down to 47.5 seconds,YES
737,"Knowledge toh pehle muze Triple Talaq ke bareme bhi nahi tha.. Jo galat hai, woh galat hai..",NO
997,"BLB 102/8 (20 ov), Summary: Manjesh Reddy 30(33), Pavan Deshpande 28(25). Sakuja 3/20, Ritesh Bhatkal 1/6. #BLBvHT #Cricket ADMIN: Nijam",NO
11587,"please, melania, don't leave us!' pleads king of wooded faerie realm as first lady climbs back into tree hollow",YES
4825,"Apni Sanskrit dekho Rapist Pappu ko future ka leader batate ho , Jo sale politics ke liye apna gharma tak bech dala Sonia Aur Rahul khan ne",NO
1482,Politics : Yahan kal jisko chutiya bola jata aaj ussi se dosti kia jata hai.,NO
12437,ted cruz provides detailed response to moderator's question about why his face so fucking infuriating,YES
2838,Abe pau kilo ke bakre tu kyun darra re bakreed se.... tujhe koi nahi halaal karra re haule... cricket pe dhyaan dere.,NO
11516,breakthrough procedure allows parents to select sexiness of child,YES
6010,burger king unveils new low-fat cashier,YES
10343,very specific food pyramid recommends two to three shrimp scampis per year,YES
11434,obama weighing his syria option,YES
8399,pigeon's route accommodated,YES
8937,historians reveal thousands of immigrants were forced to change hairstyle at ellis island,YES
4274,Triple talaq pe kuchh nahi kahana kya?,NO
12127,dirty slush machine provides children in florida taste of winter,YES
4709,Politics chamkani hai kisi ke aansuon Se kya lena dena.  Jinhone enko jitaya aur Yeh CM baney wahi aaj museebat mein hain.,NO
5288,groundbreaking study finds gratification can be deliberately postponed,YES
12779,cocaine dealer most upstanding guy wall street broker knows,YES
6001,marco rubio climbs over garden wall for forbidden midnight meeting with super pac,YES
11834,jogger horrified by discovery of own gruesome body,YES
11306,bruce springsteen on fence about playing assad's birthday gig,YES
12967,man's family rises to record-high fourth priority,YES
4191,"@Shehzad_Ind ALLHA hum sharminda hai, burka ke bina ye jinda hai. Jai Isis, triple talaq, halala,72 hoors. #Istandwithabhijeet",NO
5637,national weather service to give hurricanes full names,YES
4797,Aaj puri india ke liye utsav se kam nahi hai jo bharat ne cricket me karnama kiya sl ko 9-0 se haraya  kohali ko very very congratulations,NO
13839,"""Arre, tumhari creative soch se sab simple words become poetic verses.""",YES
5894,"super priest can turn anything into body, blood of christ",YES
11508,video gamer in movie going for the high score,YES
3106,@CMMadhyaPradesh . CM Shivraj Singh Chauhan Ji Se Anurodh hai ki chitracot Vidhan Sabha Cricket sleep Pannalal Awasthi Ji ko the Ajay,NO
3491,".. 41 Chak Aur 40 Chak Ke Talent Ko Tammam Shaeqen Ne Dekha, Sabit Hua Ke Agr Saaf Shfaf Cricket Jari Rahi To Mazeed Talent Nkhr Kr Samny",NO
7560,company to get head start on christmas layoffs this year,YES
11658,pedestrian crossing street makes sure to look at approaching car so driver will feel more guilty if they run him over,YES
4947,Bhavuk ho gue bihari bechaare.. sachhai aa h gyi.. bhajpa bacha lo beta tabhi tum b bach paoge is politics me.. varna to... Jai shri ram,NO
3399,are bhai yaha to har muslim ghar me halala hota hai khullam khulla wo q chilla rhe the triple talaq par halala na krne ko milega isliye,NO
